geneid	taxid	debref	symbol	Full_name_from_nomenclature_authority
44724	7227	FBgn0024188	san	separation anxiety
44726	7227	FBgn0024228	hopR-90E	-
44728	7227	FBgn0024330	MED6	Mediator complex subunit 6
44730	7227	FBgn0024601	rambl	-
44736	7227	FBgn0024986	CG3719	-
44737	7227	FBgn0025470	qkr58E-7	-
44738	7227	FBgn0025471	qkr58E-6	-
44739	7227	FBgn0025472	qkr58E-5	-
44740	7227	FBgn0025473	qkr58E-4	-
44742	7227	FBgn0025745	l(3)tb	-
44747	7227	FBgn0026252	msk	moleskin
44748	7227	FBgn0026402	NiPp1	Nuclear inhibitor of Protein phosphatase 1
44750	7227	FBgn0026602	Ady43A	-
44752	7227	FBgn0026657	l(2)18E4	-
44753	7227	FBgn0027133	l(3)99Ba	-
44754	7227	FBgn0027134	l(3)93Ea	-
44755	7227	FBgn0027137	l(3)88Ae	-
44756	7227	FBgn0027138	l(3)87Di	-
44757	7227	FBgn0027140	l(3)77Ea	-
44758	7227	FBgn0027152	l(3)64Da	-
44759	7227	FBgn0027153	l(3)61Db	-
44760	7227	FBgn0027194	l(2)51Fb	-
44761	7227	FBgn0027197	l(2)30Ca	-
44762	7227	FBgn0027199	l(2)23Ea	-
44763	7227	FBgn0028248	l(3)94Ba	-
44764	7227	FBgn0028249	l(3)93Bj	-
44765	7227	FBgn0028251	l(3)90Ea	-
44766	7227	FBgn0028252	l(3)87Ce	-
44767	7227	FBgn0028253	l(3)84Ch	-
44768	7227	FBgn0028254	l(3)82Cb	-
44769	7227	FBgn0028255	l(3)79Ba	-
44771	7227	FBgn0028260	l(3)66Ea	-
44772	7227	FBgn0028261	l(3)64Ao	-
44773	7227	FBgn0028263	l(2)56Da	-
44775	7227	FBgn0028599	l(2)W9	-
44776	7227	FBgn0028600	l(2)W7	-
44777	7227	FBgn0028601	l(2)W6	-
44780	7227	FBgn0028604	l(2)W3	-
44781	7227	FBgn0028605	l(2)W2	-
44782	7227	FBgn0028616	l(2)W1	-
44783	7227	FBgn0261608	RpL37A	Ribosomal protein L37A
44785	7227	FBgn0028980	tan	tantalus
44786	7227	FBgn0028999	nerfin-1	nervous fingers 1
44787	7227	FBgn0029002	miple2	midkine and pleiotrophin 2
44790	7227	FBgn0029170	TwdlT	TweedleT
44791	7227	FBgn0029176	Ef1gamma	-
44792	7227	FBgn0000010	aa	-
44793	7227	FBgn0000018	abo	abnormal oocyte
44795	7227	FBgn0000069	Alp	-
44797	7227	FBgn0000135	arth	-
44798	7227	FBgn0000154	B	-
44799	7227	FBgn0000160	bas	-
44800	7227	FBgn0000200	bly	-
44801	7227	FBgn0000229	bsk	basket
44802	7227	FBgn0000245	c	-
44804	7227	FBgn0000347	con	-
44805	7227	FBgn0000385	ctl	-
44806	7227	FBgn0000401	cx	-
44807	7227	FBgn0000415	dal	-
44808	7227	FBgn0000431	den	-
44809	7227	FBgn0000514	dvr	-
44811	7227	FBgn0000541	E(bx)	Enhancer of bithorax
44812	7227	FBgn0000548	E(da)	-
44813	7227	FBgn0000587	E(S)	-
44814	7227	FBgn0000589	E(SD)	-
44815	7227	FBgn0000710	Flu	-
44816	7227	FBgn0000714	fmf	-
44817	7227	FBgn0000721	for	foraging
44818	7227	FBgn0000829	fs(1)M8	-
44819	7227	FBgn0001087	g	garnet
44820	7227	FBgn0001140	grt	-
44821	7227	FBgn0001201	Hiv	-
44825	7227	FBgn0001271	irreB	-
44827	7227	FBgn0001299	kdu	-
44830	7227	FBgn0001324	kto	kohtalo
44832	7227	FBgn0001568	soz	-
44835	7227	FBgn0002577	m	miniature
44836	7227	FBgn0002751	mit	-
44837	7227	FBgn0002845	M(Sd)	-
44839	7227	FBgn0002873	mud	mushroom body defect
44840	7227	FBgn0002876	mul	-
44841	7227	FBgn0002910	mw	-
44843	7227	FBgn0002945	nkd	naked cuticle
44846	7227	FBgn0002981	Oce	-
44848	7227	FBgn0003114	plu	plutonium
44849	7227	FBgn0003117	pnr	pannier
44850	7227	FBgn0003158	ptg	-
44851	7227	FBgn0003209	raw	-
44854	7227	FBgn0003238	rex	-
44855	7227	FBgn0003254	rib	ribbon
44856	7227	FBgn0003295	ru	roughoid
44857	7227	FBgn0003309	s	-
44858	7227	FBgn0003312	sad	shadow
44859	7227	FBgn0003331	scg	-
44860	7227	FBgn0003336	scp	-
44861	7227	FBgn0261873	sdt	stardust
44865	7227	FBgn0003407	sie	-
44867	7227	FBgn0003473	sph	-
44869	7227	FBgn0003541	St-SD	-
44870	7227	FBgn0003545	sub	subito
44873	7227	FBgn0003747	Gr5a	Gustatory receptor 5a
44874	7227	FBgn0003894	Tul	-
44877	7227	FBgn0004005	wdl	-
44878	7227	FBgn0004058	olfF	-
44879	7227	FBgn0004400	rhi	rhino
44880	7227	FBgn0004422	gustC	-
44881	7227	FBgn0004423	gustD	-
44882	7227	FBgn0004439	prd2	-
44883	7227	FBgn0004495	exb	-
44884	7227	FBgn0004608	fur	-
44885	7227	FBgn0004657	mys	myospheroid
44886	7227	FBgn0004679	Esm	-
44887	7227	FBgn0004797	mdy	midway
44888	7227	FBgn0004840	Zhr	-
44889	7227	FBgn0004860	ph-d	polyhomeotic distal
44890	7227	FBgn0004917	rls	-
44892	7227	FBgn0004999	crip	-
44893	7227	FBgn0005016	dipp-7	-
44895	7227	FBgn0005113	l(1)184	-
44897	7227	FBgn0005412	dsl	-
44898	7227	FBgn0005502	slf	-
44900	7227	FBgn0260771	Larp7	La related protein 7
44901	7227	FBgn0005702	l(1)TK105	-
44902	7227	FBgn0008647	S63	-
44903	7227	FBgn0010047	Hdl	-
44904	7227	FBgn0010104	cex	-
44907	7227	FBgn0010373	sib	-
44910	7227	FBgn0010812	unc-45	-
44911	7227	FBgn0011222	gru	-
44913	7227	FBgn0011273	Acam	Androcam
44915	7227	FBgn0259676	DNApol-alpha60	DNA polymerase alpha 60kD
44920	7227	FBgn0013276	Hsp70Ab	Heat-shock-protein-70Ab
44921	7227	FBgn0013277	Hsp70Ba	Heat-shock-protein-70Ba
44924	7227	FBgn0013480	l(1)1PP18	-
44925	7227	FBgn0013484	l(1)4Fb	-
44927	7227	FBgn0013488	l(1)6PP19	-
44932	7227	FBgn0013719	pbr	-
44936	7227	FBgn0264490	Eip93F	Ecdysone-induced protein 93F
44937	7227	FBgn0013985	Inr-b	-
44938	7227	FBgn0014165	four-play	-
44942	7227	FBgn0014253	l(2)DA2	-
44943	7227	FBgn0014254	l(2)DB1	-
44944	7227	FBgn0014255	l(2)DB2	-
44945	7227	FBgn0014256	l(2)DB4	-
44946	7227	FBgn0014257	l(2)FE3	-
44947	7227	FBgn0014263	oho55DE	-
44948	7227	FBgn0014304	l(3)neo14	-
44949	7227	FBgn0014310	l(3)ry102	-
44950	7227	FBgn0014312	l(3)ry107	-
44951	7227	FBgn0014313	l(3)ry111	-
44952	7227	FBgn0014314	l(3)ry114	-
44953	7227	FBgn0014315	l(3)ry116	-
44954	7227	FBgn0014320	l(3)ry146	-
44955	7227	FBgn0014323	l(3)ry151	-
44956	7227	FBgn0014324	l(3)ry3	-
44957	7227	FBgn0014326	l(3)ry6	-
44963	7227	FBgn0014993	l(3)90DEa	-
44964	7227	FBgn0015008	Actn3	alpha actinin 3
44965	7227	FBgn0015221	Fer2LCH	Ferritin 2 light chain homologue
44967	7227	FBgn0015403	l(1)10Bp	-
44968	7227	FBgn0015432	l(1)4ACa	-
44969	7227	FBgn0015448	l(1)9BDa	-
44970	7227	FBgn0015451	l(1)9Fk	-
44971	7227	FBgn0015452	l(1)9Fl	-
44974	7227	FBgn0015922	cln	-
44975	7227	FBgn0015958	l(1)m-C	-
44976	7227	FBgn0015968	l(2)55BCa	-
44977	7227	FBgn0016020	l(3)843	-
44978	7227	FBgn0016041	Tom40	Translocase of outer membrane 40
44980	7227	FBgn0016905	l(3)X1	-
44981	7227	FBgn0016910	l(3)X4	-
44982	7227	FBgn0017383	l(1)1Ai	-
44985	7227	FBgn0019654	smu	-
45012	7227	FBgn0263598	Vha68-2	Vacuolar H[+] ATPase 68 kDa subunit 2
45013	7227	FBgn0020530	l(3)9C3	-
45016	7227	FBgn0020628	Mst57Ca	-
45017	7227	FBgn0020639	Lcp65Af	-
45018	7227	FBgn0020640	Lcp65Ae	-
45019	7227	FBgn0020854	fs(2)al	-
45021	7227	FBgn0021875	Zfrp8	Zinc finger protein RP-8
45022	7227	FBgn0022297	l(1)M37.2	-
45023	7227	FBgn0022301	l(1)L62.4	-
45024	7227	FBgn0022304	l(1)L48.3	-
45025	7227	FBgn0022312	l(1)H30.1	-
45026	7227	FBgn0022322	l(1)B23.2	-
45027	7227	FBgn0022327	l(1)A27.2	-
45028	7227	FBgn0022328	l(1)A13.3	-
45031	7227	FBgn0023177	Pp4-19C	Protein phosphatase 19C
45032	7227	FBgn0023430	l(3)69ABa	-
45039	7227	FBgn0024288	Sox100B	-
45040	7227	FBgn0024293	Spn43Ab	Serpin 43Ab
45041	7227	FBgn0024294	Spn43Aa	Serpin 43Aa
45042	7227	FBgn0024305	SS3-6	-
45043	7227	FBgn0024306	SS3-5	-
45044	7227	FBgn0024307	SS3-1	-
45045	7227	FBgn0024357	ES3-1	-
45046	7227	FBgn0024358	ES2-1	-
45047	7227	FBgn0024359	ES1-1	-
45064	7227	FBgn0026079	Nsun2	NOP2-Sun domain family, member 2 ortholog
45067	7227	FBgn0026266	bae	-
45068	7227	FBgn0026653	l(2)3A2	-
45069	7227	FBgn0026661	l(2)11B9	-
45104	7227	FBgn0027135	l(3)89ABa	-
45105	7227	FBgn0027136	l(3)88EFa	-
45106	7227	FBgn0027139	l(3)87ABa	-
45107	7227	FBgn0027141	l(3)76BCa	-
45108	7227	FBgn0027143	l(3)71DEd	-
45109	7227	FBgn0027144	l(3)71DEc	-
45110	7227	FBgn0027145	l(3)71DEb	-
45111	7227	FBgn0027146	l(3)71DEa	-
45112	7227	FBgn0027192	l(2)56CDa	-
45113	7227	FBgn0027195	l(2)39CDa	-
45174	7227	FBgn0027652	l(2)32BCa	-
45175	7227	FBgn0028091	l(3)S081003	-
45176	7227	FBgn0028234	l(3)S003405	-
45233	7227	FBgn0261458	capt	capulet
45234	7227	FBgn0267252	Ggamma30A	-
45236	7227	FBgn0028606	l(2)W19	-
45237	7227	FBgn0028607	l(2)W18	-
45238	7227	FBgn0028608	l(2)W17	-
45239	7227	FBgn0028609	l(2)W16	-
45240	7227	FBgn0028610	l(2)W15	-
45241	7227	FBgn0028611	l(2)W14	-
45242	7227	FBgn0028612	l(2)W13	-
45244	7227	FBgn0028614	l(2)W11	-
45245	7227	FBgn0028615	l(2)W10	-
45247	7227	FBgn0028662	VhaPPA1-1	Vacuolar H[+] ATPase PPA1 subunit 1
45248	7227	FBgn0028704	Nckx30C	-
45249	7227	FBgn0028737	Ef1beta	Elongation factor 1 beta
45250	7227	FBgn0028969	deltaCOP	Coat Protein (coatomer) delta
45268	7227	FBgn0029093	cathD	-
45269	7227	FBgn0029134	Prosbeta5	Proteasome beta5 subunit
45270	7227	FBgn0000013	abd	-
45272	7227	FBgn0000103	aperB	-
45273	7227	FBgn0000104	aperC	-
45274	7227	FBgn0000193	Bl	-
45276	7227	FBgn0000300	cgd	-
45277	7227	FBgn0000354	cp	-
45278	7227	FBgn0000382	csw	corkscrew
45280	7227	FBgn0000395	cv-2	crossveinless 2
45281	7227	FBgn0000419	db	-
45282	7227	FBgn0000449	dib	disembodied
45283	7227	FBgn0000460	Dk	-
45285	7227	FBgn0000492	Dr	Drop
45286	7227	FBgn0000512	dv	-
45290	7227	FBgn0000554	ee	-
45292	7227	FBgn0000580	eo	-
45293	7227	FBgn0000653	ff	-
45294	7227	FBgn0000669	fliC	-
45295	7227	FBgn0000670	fliD	-
45296	7227	FBgn0000712	flz	-
45297	7227	FBgn0000788	fs(1)C4	-
45298	7227	FBgn0000789	fs(1)C5	-
45299	7227	FBgn0000790	fs(1)C6	-
45300	7227	FBgn0000791	fs(1)de1	-
45301	7227	FBgn0000830	fs(1)M11	-
45302	7227	FBgn0000851	fs(1)M40	-
45303	7227	FBgn0000852	fs(1)M41	-
45304	7227	FBgn0000915	fs(1)ne1	-
45307	7227	FBgn0001085	fz	frizzled
45308	7227	FBgn0001103	gg	-
45309	7227	FBgn0001116	fliF	-
45310	7227	FBgn0001146	gs(2)M	-
45311	7227	FBgn0001163	GustR	-
45312	7227	FBgn0001164	gv	-
45316	7227	FBgn0001241	hy	-
45318	7227	FBgn0001319	kn	knot
45320	7227	FBgn0267911	trol	terribly reduced optic lobes
45322	7227	FBgn0002332	l(3)87Ae	-
45324	7227	FBgn0002545	lf	-
45325	7227	FBgn0002552	lin	lines
45326	7227	FBgn0002565	Lsp2	Larval serum protein 2
45328	7227	FBgn0002573	sens	senseless
45329	7227	FBgn0034968	RpL12	Ribosomal protein L12
45330	7227	FBgn0002634	ma	-
45331	7227	FBgn0002646	mapA	-
45332	7227	FBgn0002647	mapP	-
45334	7227	FBgn0002724	mex	-
45336	7227	FBgn0002871	mu1	-
45337	7227	FBgn0002886	mus112	-
45338	7227	FBgn0002917	na	narrow abdomen
45339	7227	FBgn0002931	net	-
45340	7227	FBgn0002967	nrd	-
45341	7227	FBgn0002975	ny	-
45342	7227	FBgn0003017	ot	-
45343	7227	FBgn0003090	pk	prickle
45344	7227	FBgn0003095	pl	-
45346	7227	FBgn0003144	prat	-
45348	7227	FBgn0003148	pre	-
45350	7227	FBgn0003186	qs	-
45351	7227	FBgn0003188	qui	-
45352	7227	FBgn0003213	rd	-
45353	7227	FBgn0003239	Rex	-
45354	7227	FBgn0003271	rol	-
45355	7227	FBgn0003281	rs	-
45358	7227	FBgn0003367	sf	-
45359	7227	FBgn0003399	shr	-
45360	7227	FBgn0003401	shu	shutdown
45363	7227	FBgn0003546	su(b)	-
45365	7227	FBgn0003673	tc	-
45366	7227	FBgn0003688	tft	-
45367	7227	FBgn0003712	tk	-
45368	7227	FBgn0003748	Treh	Trehalase
45369	7227	FBgn0003905	ty	-
45370	7227	FBgn0003949	un	-
45371	7227	FBgn0004018	wo	-
45374	7227	FBgn0004373	fwd	four wheel drive
45375	7227	FBgn0004438	prd1	-
45376	7227	FBgn0004440	prd5	-
45377	7227	FBgn0004441	prd8	-
45378	7227	FBgn0004477	l(1)air1	-
45379	7227	FBgn0004570	blnd	-
45380	7227	FBgn0086676	spin	spinster
45382	7227	FBgn0004646	ogre	optic ganglion reduced
45383	7227	FBgn0004651	Fs(2)M	-
45384	7227	FBgn0004792	sat	-
45385	7227	FBgn0005180	l(2)S3	-
45386	7227	FBgn0005263	l(3)SG83	-
45387	7227	FBgn0005414	l(1)adl3	-
45388	7227	FBgn0005432	fliK	-
45389	7227	FBgn0005436	l(1)v47	-
45390	7227	FBgn0005453	l(1)v306	-
45391	7227	FBgn0005459	l(1)v459	-
45392	7227	FBgn0005635	belt	-
45396	7227	FBgn0008646	E5	-
45398	7227	FBgn0010548	Aldh-III	Aldehyde dehydrogenase type III
45399	7227	FBgn0010803	Aats-trp	Tryptophanyl-tRNA synthetase
45400	7227	FBgn0011216	disd	-
45401	7227	FBgn0011227	ox	oxen
45403	7227	FBgn0011267	sbn	-
45407	7227	FBgn0011324	l(3)j2B1	-
45409	7227	FBgn0011330	l(3)j2C3	-
45414	7227	FBgn0011365	l(3)j4B9	-
45417	7227	FBgn0011377	l(3)j5B2	-
45420	7227	FBgn0011391	l(3)j6B4	-
45421	7227	FBgn0011403	l(3)j7C3	-
45426	7227	FBgn0011445	l(3)neo1	-
45427	7227	FBgn0011446	l(3)neo2	-
45428	7227	FBgn0011447	l(3)neo3	-
45429	7227	FBgn0011452	l(3)neo8	-
45430	7227	FBgn0011453	l(3)neo9	-
45431	7227	FBgn0011565	boas	-
45432	7227	FBgn0011569	can	cannonball
45433	7227	FBgn0011597	grap	-
45435	7227	FBgn0011663	mrr	-
45436	7227	FBgn0011698	prp	-
45438	7227	FBgn0011788	l(3)j1B8	-
45441	7227	FBgn0011794	l(3)j6C3	-
45445	7227	FBgn0013474	l(1)12P3	-
45448	7227	FBgn0013496	l(1)14Ae	-
45449	7227	FBgn0013497	l(1)14Ag	-
45451	7227	FBgn0013511	l(1)14Ah	-
45453	7227	FBgn0013513	l(1)14Ai	-
45454	7227	FBgn0013514	l(1)14Af	-
45455	7227	FBgn0013515	l(1)14Ad	-
45456	7227	FBgn0013539	l(2)ry50	-
45457	7227	FBgn0013540	l(2)ry51	-
45458	7227	FBgn0013559	l(3)ry59	-
45459	7227	FBgn0013560	l(3)ry69	-
45460	7227	FBgn0013563	Pex1	Peroxin 1
45461	7227	FBgn0013564	l(3)ry78	-
45463	7227	FBgn0013570	l(3)78Da	-
45464	7227	FBgn0013573	l(3)82Fa	-
45465	7227	FBgn0013574	l(3)82Fb	-
45466	7227	FBgn0013575	l(3)82Fc	-
45467	7227	FBgn0013576	mtd	mustard
45469	7227	FBgn0013583	l(3)ry85	-
45470	7227	FBgn0013584	l(3)92Ea	-
45471	7227	FBgn0013589	l(3)97De	-
45472	7227	FBgn0013590	l(3)97Df	-
45473	7227	FBgn0013619	l(3)W33B	-
45477	7227	FBgn0014199	l(1)16Ff	-
45478	7227	FBgn0014201	l(1)16Fh	-
45479	7227	FBgn0014202	l(1)16Fi	-
45480	7227	FBgn0014204	l(1)16Fk	-
45481	7227	FBgn0014205	l(1)16Fl	-
45482	7227	FBgn0014206	l(1)17Aa	-
45483	7227	FBgn0014207	l(1)17Ab	-
45484	7227	FBgn0014233	l(2)31Ep	-
45485	7227	FBgn0014234	l(2)31Eq	-
45486	7227	FBgn0014235	l(2)31Er	-
45487	7227	FBgn0014236	l(2)31Es	-
45488	7227	FBgn0014237	l(2)31Et	-
45489	7227	FBgn0014238	l(2)31Eu	-
45490	7227	FBgn0014239	l(2)31Fa	-
45491	7227	FBgn0014241	l(2)32Ab	-
45492	7227	FBgn0014242	l(2)32Ac	-
45493	7227	FBgn0014243	l(2)32Ad	-
45494	7227	FBgn0014244	l(2)32Ae	-
45495	7227	FBgn0014245	l(2)32Af	-
45497	7227	FBgn0014260	l(2)N7-6	-
45498	7227	FBgn0014261	l(2)N7-8	-
45499	7227	FBgn0014267	l(2)k08225	-
45500	7227	FBgn0014268	l(2)k08634	-
45501	7227	FBgn0014273	l(2)k11512	-
45504	7227	FBgn0014284	l(3)64Ac	-
45505	7227	FBgn0014285	l(3)64Ad	-
45506	7227	FBgn0014287	l(3)64Af	-
45507	7227	FBgn0014301	l(3)7-8	-
45508	7227	FBgn0014305	l(3)neo53a	-
45509	7227	FBgn0014306	l(3)neo53b	-
45510	7227	FBgn0014307	l(3)neo58a	-
45511	7227	FBgn0014316	l(3)ry125a	-
45512	7227	FBgn0014317	l(3)ry125b	-
45513	7227	FBgn0014387	sov	-
45524	7227	FBgn0015037	Cyp4p1	Cytochrome P450-4p1
45525	7227	FBgn0015218	eIF-4E	Eukaryotic initiation factor 4E
45531	7227	FBgn0015413	l(1)14Db	-
45532	7227	FBgn0015463	l(2)37Dk	-
45533	7227	FBgn0015464	l(2)37Dl	-
45534	7227	FBgn0015465	l(2)37Dm	-
45535	7227	FBgn0015466	l(2)44Fa	-
45536	7227	FBgn0015467	l(2)44Fb	-
45537	7227	FBgn0015468	l(2)44Fc	-
45538	7227	FBgn0015473	l(2)45Aa	-
45541	7227	FBgn0015478	l(2)45Bb	-
45544	7227	FBgn0015481	l(2)45Cb	-
45550	7227	FBgn0015488	l(2)46Cl	-
45551	7227	FBgn0015489	l(2)46Cm	-
45552	7227	FBgn0015490	l(2)46Cn	-
45553	7227	FBgn0015504	l(3)95Aa	-
45556	7227	FBgn0015714	Cyp6a17	Cytochrome P450-6a17
45568	7227	FBgn0015960	l(2)40Aa	-
45570	7227	FBgn0016004	l(3)63Ec	-
45572	7227	FBgn0016006	l(3)63Ee	-
45573	7227	FBgn0016007	l(3)63Fa	-
45574	7227	FBgn0041147	ida	imaginal discs arrested
45576	7227	FBgn0016010	l(3)63Fd	-
45577	7227	FBgn0016013	Faa	Fumarylacetoacetase
45578	7227	FBgn0016014	l(3)64Am	-
45580	7227	FBgn0016021	l(3)85Ak	-
45581	7227	FBgn0016024	l(3)89Bm	-
45582	7227	FBgn0016025	l(3)89Bn	-
45583	7227	FBgn0016026	l(3)89Ce	-
45585	7227	FBgn0016028	l(3)89Ek	-
45586	7227	FBgn0016029	l(3)89El	-
45587	7227	FBgn0016047	nompA	no mechanoreceptor potential A
45588	7227	FBgn0016694	Pdp1	PAR-domain protein 1
45589	7227	FBgn0016729	Rst(2)Lb	-
45591	7227	FBgn0016868	l(2)39Aa	-
45592	7227	FBgn0016871	l(2)39Ad	-
45593	7227	FBgn0016875	l(2)39Ah	-
45594	7227	FBgn0016906	l(3)X12	-
45595	7227	FBgn0016907	l(3)X2	-
45596	7227	FBgn0017363	l(3)89Bq	-
45597	7227	FBgn0017364	l(3)89Br	-
45598	7227	FBgn0017366	l(3)89Bp	-
45599	7227	FBgn0017367	l(3)89Bo	-
45600	7227	FBgn0017379	l(1)EA65	-
45610	7227	FBgn0019690	l(3)69Ai	-
45611	7227	FBgn0019691	l(3)69Ah	-
45612	7227	FBgn0019692	l(3)68Fi	-
45613	7227	FBgn0019693	l(3)68Fh	-
45614	7227	FBgn0019694	l(3)68Fg	-
45615	7227	FBgn0019701	l(2)42Bb	-
45616	7227	FBgn0019745	l(1)83B	-
45617	7227	FBgn0019746	l(1)83A	-
45618	7227	FBgn0019775	l(1)36	-
45619	7227	FBgn0019780	l(1)29	-
45620	7227	FBgn0019782	l(1)24	-
45621	7227	FBgn0019783	l(1)22	-
45622	7227	FBgn0019787	l(1)16	-
45623	7227	FBgn0019789	l(1)14	-
45624	7227	FBgn0019801	l(1)04	-
45655	7227	FBgn0020306	dom	domino
45668	7227	FBgn0265262	Vha68-1	Vacuolar H[+] ATPase 68kD subunit 1
45670	7227	FBgn0020529	l(3)CB24	-
45673	7227	FBgn0020840	l(2)CA61	-
45674	7227	FBgn0020843	l(2)21Be	-
45680	7227	FBgn0021795	Tapdelta	Translocon-associated protein delta
45682	7227	FBgn0022023	eIF-3p40	Eukaryotic initiation factor 3 p40 subunit
45683	7227	FBgn0262872	milt	milton
45684	7227	FBgn0022284	l(2)IR12	-
45686	7227	FBgn0022298	l(1)M123.2	-
45687	7227	FBgn0022315	l(1)D39.5	-
45688	7227	FBgn0022318	l(1)B8.5	-
45695	7227	FBgn0023040	l(2)46Ec	-
45698	7227	FBgn0023070	l(1)20Ag	-
45699	7227	FBgn0023073	l(1)19Fh	-
45700	7227	FBgn0023074	l(1)19Eg	-
45701	7227	FBgn0023075	l(1)19Cd	-
45702	7227	FBgn0023088	eggroll	-
45706	7227	FBgn0023541	Cyp4d14	-
45707	7227	FBgn0023550	CG18031	-
45708	7227	FBgn0024218	l(2)39Ea	-
45715	7227	FBgn0024592	l(2)k04102	-
45717	7227	FBgn0024624	l(3)63Dc	-
45718	7227	FBgn0024625	l(3)63Db	-
45719	7227	FBgn0024642	l(2)k11560	-
45720	7227	FBgn0024645	l(2)k09931	-
45721	7227	FBgn0024656	l(2)k07822	-
45722	7227	FBgn0024657	l(2)k07813	-
45723	7227	FBgn0024658	l(2)k07620	-
45724	7227	FBgn0024659	l(2)k07403	-
45725	7227	FBgn0024677	l(1)LefEM7	-
45726	7227	FBgn0024678	l(1)LefEM3	-
45727	7227	FBgn0024682	l(1)LefEM2	-
45728	7227	FBgn0024683	l(1)LefEM1	-
45731	7227	FBgn0024876	l(2)52Fe	-
45732	7227	FBgn0024877	l(2)52Fd	-
45733	7227	FBgn0024878	l(2)52Fc	-
45734	7227	FBgn0024879	l(2)52Fb	-
45739	7227	FBgn0025355	SuUR	Suppressor of Under-Replication
45740	7227	FBgn0025485	l(3)88Ad	-
45741	7227	FBgn0025486	l(3)82Eb	-
45742	7227	FBgn0025487	l(3)82Ea	-
45743	7227	FBgn0025491	l(3)82Db	-
45744	7227	FBgn0025492	l(3)82Da	-
45745	7227	FBgn0025496	l(3)73Bh	-
45746	7227	FBgn0025497	l(3)73Bg	-
45747	7227	FBgn0025498	l(3)73Bf	-
45749	7227	FBgn0025500	l(3)73An	-
45750	7227	FBgn0025501	l(3)73Am	-
45751	7227	FBgn0025502	l(3)73Al	-
45752	7227	FBgn0025503	l(3)73Ak	-
45753	7227	FBgn0025504	l(3)72Fc	-
45754	7227	FBgn0025505	l(3)72Fb	-
45755	7227	FBgn0025506	l(3)72Fa	-
45757	7227	FBgn0025724	beta'COP	Coat Protein (coatomer) beta'
45758	7227	FBgn0025750	l(3)93Dm	-
45759	7227	FBgn0025751	l(3)93Dl	-
45760	7227	FBgn0025752	l(3)93Dk	-
45761	7227	FBgn0025762	l(3)89En	-
45762	7227	FBgn0025763	l(3)89Em	-
45763	7227	FBgn0025764	l(3)89Df	-
45764	7227	FBgn0025765	l(3)89De	-
45765	7227	FBgn0025766	l(3)89Dd	-
45766	7227	FBgn0025767	l(3)89Ci	-
45767	7227	FBgn0025768	l(3)89Ch	-
45768	7227	FBgn0025769	l(3)89Cg	-
45769	7227	FBgn0025771	l(3)89Ad	-
45770	7227	FBgn0025772	l(3)89Ac	-
45771	7227	FBgn0025773	l(3)89Ab	-
45772	7227	FBgn0025775	l(2)37Ad	-
45775	7227	FBgn0026206	mei-P26	meiotic P26
45779	7227	FBgn0026659	l(2)17E1	-
45780	7227	FBgn0263121	Prosalpha1	Proteasome alpha1 subunit
45783	7227	FBgn0027079	Aats-val	Valyl-tRNA synthetase
45784	7227	FBgn0027081	Aats-thr	Threonyl-tRNA synthetase
45785	7227	FBgn0027086	Aats-ile	Isoleucyl-tRNA synthetase
45786	7227	FBgn0027090	Aats-gln	Glutaminyl-tRNA synthetase
45787	7227	FBgn0027150	l(3)70Ae	-
45789	7227	FBgn0027158	l(2)PN-6	-
45790	7227	FBgn0027161	l(2)KC-E	-
45791	7227	FBgn0027162	l(2)KC-D	-
45792	7227	FBgn0027163	l(2)KC-C	-
45793	7227	FBgn0027164	l(2)KC-B	-
45794	7227	FBgn0027165	l(2)KC-A	-
45795	7227	FBgn0027175	l(2)60Ai	-
45796	7227	FBgn0027176	l(2)60Ah	-
45797	7227	FBgn0027177	l(2)60Ag	-
45798	7227	FBgn0027178	l(2)60Af	-
45802	7227	FBgn0028257	l(3)72Dq	-
45803	7227	FBgn0028264	l(2)46Ck	-
45810	7227	FBgn0028368	l(1)10Ak	-
45815	7227	FBgn0028990	Spn27A	Serpin 27A
45816	7227	FBgn0028996	onecut	-
45821	7227	FBgn0000017	Abl	Abl tyrosine kinase
45823	7227	FBgn0000098	aor	-
45825	7227	FBgn0000136	as	-
45826	7227	FBgn0263231	bel	belle
45827	7227	FBgn0000181	bic	bicaudal
45828	7227	FBgn0000198	blo	-
45829	7227	FBgn0000237	bul	-
45830	7227	FBgn0000239	bur	burgundy
45831	7227	FBgn0000248	cab	-
45832	7227	FBgn0000262	cau	-
45833	7227	FBgn0000282	cel	-
45836	7227	FBgn0000332	Cma	-
45837	7227	FBgn0000348	cop	-
45840	7227	FBgn0263995	cpo	couch potato
45841	7227	FBgn0000378	crt	-
45845	7227	FBgn0000500	Dsk	Drosulfakinin
45846	7227	FBgn0000501	dsp	-
45848	7227	FBgn0000618	e(y)2	enhancer of yellow 2
45850	7227	FBgn0000621	e(y)5	-
45851	7227	FBgn0000622	e(y)6	-
45852	7227	FBgn0000650	febA	-
45853	7227	FBgn0000660	fl	-
45854	7227	FBgn0000661	fl(1)302	-
45855	7227	FBgn0000787	fs(1)C3	-
45856	7227	FBgn0000833	fs(1)M15	-
45857	7227	FBgn0000850	fs(1)M39	-
45858	7227	FBgn0000855	fs(1)M48	-
45859	7227	FBgn0000872	fs(1)M68	-
45860	7227	FBgn0000873	fs(1)M70	-
